Symbol,Name,Sector,Instrument,Status,Email,Website
NABIL,Nabil Bank Limited,Commercial Banks,Equity,Active,company.affairs@nabilbank.com,www.nabilbank.com
NABILD2089,7% Nabil Debenture 2089,Commercial Banks,Non-Convertible Debentures,Active,company.affairs@nabilbank.com,www.nabilbank.com
NABILD87,9% Nabil Debenture 2087,Commercial Banks,Non-Convertible Debentures,Active,company.affairs@nabilbank.com,www.nabilbank.com
NABILP,Nabil Bank Limited,Commercial Banks,Promoter Share,Active,company.affairs@nabilbank.com,www.nabilbank.com
NABILPNP,Nabil 8% Perpetual Non Cumulative Preference Share,Commercial Banks,Preference Shares,Active,company.affairs@nabilbank.com,www.nabilbank.com
NADEP,Nadep Laghubittiya bittya Sanstha Ltd.,Microfinance,Equity,Active,nadeplaghubitta@gmail.com,
NADEPP,Nadep Laghubittiya bittya Sanstha Ltd.,Microfinance,Promoter Share,Active,nadeplaghubitta@gmail.com,
NAGRO,Nepal Agro Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Delisted,operation@nepalagro.com.np,www.nepalagro.com.np
NAGROP,Nepal Agro Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Inactive,operation@nepalagro.com.np,www.nepalagro.com.np
NBB,Nepal Bangladesh Bank Limited,Commercial Banks,Equity,Delisted,bishwapoudel@nbbl.com.np,
NBBD2085,10.25% NBBL Debenture 2085,Commercial Banks,Non-Convertible Debentures,Active,bishwapoudel@nbbl.com.np,
NBBL,NagBeli LaghuBitta Bikas Bank Ltd.,Microfinance,Equity,Delisted,nagbeli.nagbeli@gmail.com,
NBBLPO,NagBeli LaghuBitta Bikas Bank Ltd.,Microfinance,Promoter Share,Inactive,nagbeli.nagbeli@gmail.com,
NBBPO,Nepal Bangladesh Bank Limited,Commercial Banks,Promoter Share,Inactive,bishwapoudel@nbbl.com.np,
NBBU,Nepal Bitumin And Barrel Udhyog Limited,Manufacturing And Processing,Equity,Suspended,nbbu@nbbu.com,
NBCK,Nepal Byapar Bikash Company(Koshi) Limited,Tradings,Equity,Delisted,nbck@nbck.com,
NBF1,Nabil Balance Fund 1,Commercial Banks,Mutual Funds,Delisted,company.affairs@nabilbank.com,www.nabilbank.com
NBF2,NABIL BALANCED FUND-2,Commercial Banks,Mutual Funds,Active,company.affairs@nabilbank.com,www.nabilbank.com
NBF3,Nabil Balanced Fund-3,Commercial Banks,Mutual Funds,Active,company.affairs@nabilbank.com,www.nabilbank.com
NBFL,Nepal Bangladesh Finance & Leasing Co. Ltd.,Finance,Equity,Delisted,abc@abc.com,
NBL,Nepal Bank Limited,Commercial Banks,Equity,Active,nbl.bodoffice@nepalbank.com.np,www.nepalbank.com.np
NBLD82,10% Nabil Debenture 2082,Commercial Banks,Non-Convertible Debentures,Active,company.affairs@nabilbank.com,www.nabilbank.com
NBLD85,Nabil Debenture 2085,Commercial Banks,Non-Convertible Debentures,Active,company.affairs@nabilbank.com,www.nabilbank.com
NBLD87,8.5% Nepal Bank Debenture 2087,Commercial Banks,Non-Convertible Debentures,Active,nbl.bodoffice@nepalbank.com.np,www.nepalbank.com.np
NBLP,Nepal Bank Limited,Commercial Banks,Promoter Share,Active,nbl.bodoffice@nepalbank.com.np,www.nepalbank.com.np
NBSL,Namaste Bittiya Sanstha Ltd.,Finance,Equity,Delisted,info@nbsl.com.np,
NBSLPO,Namaste Bittiya Sanstha Ltd.,Finance,Promoter Share,Inactive,info@nbsl.com.np,
NCCB,Nepal Credit And Commercial Bank Limited,Commercial Banks,Equity,Delisted,corporate@nccbank.com.np,http://www.nccbank.com.np
NCCBPO,Nepal Credit And Commercial Bank Limited,Commercial Banks,Promoter Share,Inactive,corporate@nccbank.com.np,http://www.nccbank.com.np
NCCD86,9.5% NCC Debenture 2086,Commercial Banks,Non-Convertible Debentures,Active,corporate@nccbank.com.np,http://www.nccbank.com.np
NCDB,Nepal Community Development Bank Ltd.,Development Banks,Equity,Delisted,bhakta.khadka@ncdbank.com,http://www.ncdbank.com
NCDBL,Nepal Consumer Development Bank Ltd.,Development Banks,Equity,Delisted,info@cndbl.com.np,
NCDBPO,Nepal Community Development Bank Ltd.,Development Banks,Promoter Share,Inactive,bhakta.khadka@ncdbank.com,http://www.ncdbank.com
NCM,NIDC Capital Markets Ltd.,Finance,Equity,Delisted,info@ncml.com.np,http://www.ncml.com.np
NCMMF,NCM Mutual Fund,Finance,Mutual Funds,Delisted,info@ncml.com.np,http://www.ncml.com.np
NCMPO,NIDC Capital Markets Ltd.,Finance,Promoter Share,Inactive,info@ncml.com.np,http://www.ncml.com.np
NDB,Nepal Development Bank Limited,Development Banks,Equity,Delisted,ndb@ndb.com,
NDBPO,Nepal Development Bank Limited,Development Banks,Promoter Share,Inactive,ndb@ndb.com,
NDFL,Nava Durga Finance Co. Ltd.,Finance,Equity,Delisted,abc@abc.com,
NEF,Nabil Equity Fund,Commercial Banks,Mutual Funds,Delisted,company.affairs@nabilbank.com,www.nabilbank.com
NEFL,Nepal Express Finance Ltd.,Finance,Equity,Delisted,nepalxfinance@wlink.com.np,http://www.nepalexfinance.com
NEFLPO,Nepal Express Finance Ltd.,Finance,Promoter Share,Inactive,nepalxfinance@wlink.com.np,http://www.nepalexfinance.com
NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,nesdosmfi@gmail.com,https://slbs.nesdonepal.org
NESDOP,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,nesdosmfi@gmail.com,https://slbs.nesdonepal.org
NFD,Nepal Film Development Company Limited,Others,Equity,Suspended,nfd@nfd.com,
NFL,Narayani Finance Ltd.,Finance,Equity,Delisted,nfl@nfl.com,
NFS,Nepal Finance Ltd.,Finance,Equity,Active,info@nepalfinance.com.np,www.nepalfinancelimited.com.np
NFSPO,Nepal Finance Ltd.,Finance,Promoter Share,Active,info@nepalfinance.com.np,www.nepalfinancelimited.com.np
NGBL,Nilgiri Bikas Bank Limited,Development Banks,Equity,Delisted,info@mgbl.com.np,
NGPL,Ngadi Group Power Ltd.,Hydro Power,Equity,Active,nyadigroup06@gmail.com,ngpl.com.npl
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,Equity,Active,info@charnawathihydro.com,www.charnawatihydro.com
NHMF,Nepal Housing & Merchant Finance Ltd.,Finance,Equity,Delisted,nhmf@nhmf.com,
NHMFPO,Nepal Housing & Merchant Finance Ltd.,Finance,Promoter Share,Inactive,nhmf@nhmf.com,
NHPC,National Hydro Power Company Limited,Hydro Power,Equity,Active,info@nhpcl.com,
NIBD2082,10.5 % NEPAL INVESTMENT DEBENTURE 2082,Commercial Banks,Non-Convertible Debentures,Delisted,info@nimb.com.np,http://www.nimb.com.np
NIBD84,8.5% Nepal Investment Bank Debenture 2084,Commercial Banks,Non-Convertible Debentures,Active,info@nimb.com.np,http://www.nimb.com.np
NIBLGF,NIBL Growth Fund,Mutual Fund,Mutual Funds,Active,info@niblcapital.com,www.niblcapital.com
NIBLPF,NIBL Pragati Fund,Commercial Banks,Mutual Funds,Delisted,info@nimb.com.np,http://www.nimb.com.np
NIBLSTF,NIBL Stable Fund,Commercial Banks,Mutual Funds,Active,info@nimb.com.np,http://www.nimb.com.np
NIBSF1,NIBL Samriddhi Fund 1,Commercial Banks,Mutual Funds,Delisted,info@nimb.com.np,http://www.nimb.com.np
NIBSF2,NIBL Samriddhi Fund -2,Commercial Banks,Mutual Funds,Active,info@nimb.com.np,http://www.nimb.com.np
NICA,NIC Asia Bank Ltd.,Commercial Banks,Equity,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICAD2091,7% NIC ASIA Debenture 2091,Commercial Banks,Non-Convertible Debentures,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICAD8182,9% NIC Asia Debenture 2081/82,Commercial Banks,Non-Convertible Debentures,Delisted,nica.nots@nicasiabank.com,www.nicasiabank.com
NICAD8283,11% NIC Asia Debenture 082/83,Commercial Banks,Non-Convertible Debentures,Delisted,nica.nots@nicasiabank.com,www.nicasiabank.com
NICAD85/86,10% NIC Asia Debenture 2085/86,Commercial Banks,Non-Convertible Debentures,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICAP,NIC Asia Bank Ltd.,Commercial Banks,Promoter Share,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICBF,NIC Asia Balanced Fund,Mutual Fund,Mutual Funds,Active,info@nicasiacapital.com,www.nicasiacapital.com
NICD83/84,10.25% NIC Asia Debenture 2083/84,Commercial Banks,Non-Convertible Debentures,Delisted,nica.nots@nicasiabank.com,www.nicasiabank.com
NICD88,NIC ASIA Rinpatra 2088,Commercial Banks,Non-Convertible Debentures,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICFC,NIC Asia Flexi CAP Fund,Commercial Banks,Mutual Funds,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICGF,NIC Asia Growth Fund,Commercial Banks,Mutual Funds,Delisted,nica.nots@nicasiabank.com,www.nicasiabank.com
NICGF2,NIC ASIA Growth Fund-2,Commercial Banks,Mutual Funds,Active,nica.nots@nicasiabank.com,www.nicasiabank.com
NICL,Nepal Insurance Co. Ltd.,Non Life Insurance,Equity,Active,nic@nepalinsurance.com.np,www.nepalinsurance.com.np
NICLBSL,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,deepit.shrestha@nicasialaghubitta.com,www.nicasialaghubitta.com
NICLBSLP,NIC ASIA Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,deepit.shrestha@nicasialaghubitta.com,www.nicasialaghubitta.com
NICLPO,Nepal Insurance Co. Ltd.,Non Life Insurance,Promoter Share,Active,nic@nepalinsurance.com.np,www.nepalinsurance.com.np
NICSF,NIC Asia Select Fund 30,Mutual Fund,Mutual Funds,Active,info@nicasiacapital.com,www.nicasiacapital.com
NIDC,NIDC Development Bank Ltd.,Development Banks,Equity,Delisted,nidc@nidc.org.np,http://www.nidc.org.np
NIDCPO,NIDC Development Bank Ltd.,Development Banks,Promoter Share,Inactive,nidc@nidc.org.np,http://www.nidc.org.np
NIFRA,Nepal Infrastructure Bank Limited,Investment,Equity,Active,jeeva.sapkota@nifrabank.com,https://www.nifrabank.com
NIFRAGED,Nifra Green Energy Debenture 6% - 2088/89,Investment,Non-Convertible Debentures,Active,jeeva.sapkota@nifrabank.com,https://www.nifrabank.com
NIFRAP,Nepal Infrastructure Bank Limited,Investment,Promoter Share,Active,jeeva.sapkota@nifrabank.com,https://www.nifrabank.com
NIFRAUR85/86,NIFRA Uraj Rinpatra7%-2085/86,Investment,Non-Convertible Debentures,Active,jeeva.sapkota@nifrabank.com,https://www.nifrabank.com
NIL,Neco Insurance Limited,Non Life Insurance,Equity,Active,info@neco.com.np,http://www.neco.com.np
NILPO,Neco Insurance Limited,Non Life Insurance,Promoter Share,Active,info@neco.com.np,http://www.neco.com.np
NIMB,Nepal Investment Mega Bank Limited,Commercial Banks,Equity,Active,info@nimb.com.np,http://www.nimb.com.np
NIMBD90,10% NIMB Debenture 2090,Commercial Banks,Non-Convertible Debentures,Active,info@nimb.com.np,http://www.nimb.com.np
NIMBPO,Nepal Investment Mega Bank Limited,Commercial Banks,Promoter Share,Active,info@nimb.com.np,http://www.nimb.com.np
NKU,Nepal Khadya Udhyog Limited,Manufacturing And Processing,Equity,Suspended,nku@nku.com,
NLG,NLG Insurance Company Ltd.,Non Life Insurance,Equity,Active,manoj.shrestha@nlgi.com.np,
NLGPO,NLG Insurance Company Ltd.,Non Life Insurance,Promoter Share,Active,manoj.shrestha@nlgi.com.np,
NLIC,Nepal Life Insurance Co. Ltd.,Life Insurance,Equity,Active,info@nepallife.com.np,www.nepallife.com.np
NLICL,National Life Insurance Co. Ltd.,Life Insurance,Equity,Active,info@nationallife.com.np,www.nationallife.com.np
NLICLP,National Life Insurance Co. Ltd.,Life Insurance,Promoter Share,Active,info@nationallife.com.np,www.nationallife.com.np
NLICP,NEPAL LIFE INSURANCE COMPANY LIMITED,Life Insurance,Promoter Share,Active,info@nepallife.com.np,www.nepallife.com.np
NLO,Nepal Lube Oil Limited,Manufacturing And Processing,Equity,Active,subash.acharya@nepallubeoil.com,www.nepallubeoil.com
NMB,NMB Bank Limited,Commercial Banks,Equity,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMB50,NMB 50,Mutual Fund,Mutual Funds,Delisted,mutualfunds@nmbcl.com.np,www.nmbcl.com.np
NMBD2085,10 % NMB DEBENTURE 2085,Commercial Banks,Non-Convertible Debentures,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBD87/88,NMB Debenture 8.50% - 2087/88,Commercial Banks,Non-Convertible Debentures,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBD89/90,NMB Debenture 10.75%-2089/90,Commercial Banks,Non-Convertible Debentures,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBEB92/93,NMB Energy Bond 4% - 2092/93,Commercial Banks,Non-Convertible Debentures,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBHF1,NMB Hybrid Fund L-1,Commercial Banks,Mutual Funds,Delisted,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBHF2,NMB Hybrid Fund L- II,Commercial Banks,Mutual Funds,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBMF,NMB Microfinance Bittiya Sanstha Ltd.,Microfinance,Equity,Active,surya.thapa@nmbmicrofinance.com,http://www.cleanvillage.com.np
NMBMFP,NMB Microfinance Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,surya.thapa@nmbmicrofinance.com,http://www.cleanvillage.com.np
NMBPNP,NMB Perpetual Non Cumulative Preference Share-2081/82-8.25%,Commercial Banks,Preference Shares,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBPO,NMB Bank Limited,Commercial Banks,Promoter Share,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBSF1,NMB Sulav Investment Fund-1,Commercial Banks,Mutual Funds,Delisted,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMBUR93/94,NMB Energy Bond 4% - 2093/94,Commercial Banks,Non-Convertible Debentures,Active,pramod.dahal@nmb.com.np,http://www.nmb.com.np
NMFBS,National Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,hofficenmfbs@gmail.com,http://www.nationalmicrofinance.com.np
NMFBSP,National Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,hofficenmfbs@gmail.com,http://www.nationalmicrofinance.com.np
NMIC,Nepal Micro Insurance Company Limited,Non Life Insurance,Equity,Active,info@nepalmicro.com,www.nepalmicro.com
NMICP,Nepal Micro Insurance Company Limited,Non Life Insurance,Promoter Share,Active,info@nepalmicro.com,www.nepalmicro.com
NMLBBL,Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,info@nerudemirmire.com.np,https://www.nerudemirmire.com.np
NMLBBLP,Nerude Mirmire Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,info@nerudemirmire.com.np,https://www.nerudemirmire.com.np
NNFC,Narayani National Finance Limited,Finance,Equity,Delisted,info@nnfl.com.np,http://www.nnfl.com.np
NNFCPO,Narayani National Finance Limited,Finance,Promoter Share,Inactive,info@nnfl.com.np,http://www.nnfl.com.np
NRIC,Nepal Reinsurance Company Limited,Others,Equity,Active,nepalre@ntc.net.np,www.nepalre.com.np
NRICP,Nepal Reinsurance Company Limited,Others,Promoter Share,Active,nepalre@ntc.net.np,www.nepalre.com.np
NRM,Nepal Republic Media Limited,Others,Equity,Active,info@nagariknews.com,www.nepalrepublicmedia.com
NRN,NRN Infrastructure and Development Limited,Investment,Equity,Active,nrn@nrnil.com,www.nrnil.com
NRNP,NRN Infrastructure and Development Limited,Investment,Promoter Share,Inactive,nrn@nrnil.com,www.nrnil.com
NSIF2,NMB Sulav Investment Fund - 2,Mutual Fund,Mutual Funds,Active,mutualfunds@nmbcl.com.np,www.nmbcl.com.np
NSLB,Naya Sarathi Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Delisted,nimdilen@gmail.com,
NSLBP,Naya Sarathi Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Inactive,nimdilen@gmail.com,
NSLMB,Nepal Shree Lanka Merchant Banking & Finance Ltd,Finance,Equity,Delisted,abc@abc.com,
NSM,Nepal Share Markets Ltd.,Finance,Equity,Suspended,nsm@nsm.com,
NSMPO,Nepal Share Markets Ltd.,Finance,Promoter Share,Active,nsm@nsm.com,
NSY,Nepal Life Samriddhi Lagani Yojana,Life Insurance,Mutual Funds,Active,info@nepallife.com.np,www.nepallife.com.np
NTC,Nepal Doorsanchar Company Limited,Others,Equity,Active,cs.nt@ntc.net.np,www.ntc.net.np
NTL,Nepal Tading Limited,Tradings,Equity,Suspended,ntl@ntl.com,
NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,Equity,Active,jagya.panta@nirdhan.com.np,www.nirdhan.com.np
NUBLPO,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,Promoter Share,Active,jagya.panta@nirdhan.com.np,www.nirdhan.com.np
NVG,Nepal Vanaspati Ghee Udhyog Limited,Manufacturing And Processing,Equity,Suspended,nvg@nvg.com,
NWC,Nepal Welfare Company Limited,Tradings,Equity,Suspended,nwc@nwc.com,
NWCL,Nepal Warehousing Company Limited,Others,Equity,Active,info@nwcl.com.np,www.nwcl.com.np
NYADI,Nyadi Hydropower Limited,Hydro Power,Equity,Active,nhl@nhl.com.np,www.nhl.com.np
ODBL,Om Development Bank Ltd.,Development Banks,Equity,Delisted,info@ombank.com.np,http://www.ombank.com.np
ODBLPO,Om Development Bank Ltd.,Development Banks,Promoter Share,Inactive,info@ombank.com.np,http://www.ombank.com.np
OFL,Om Finance Ltd.,Finance,Equity,Delisted,info@omfinance.com,http://www.omfinance.com
OFLPO,Om Finance Ltd.,Finance,Promoter Share,Inactive,info@omfinance.com,http://www.omfinance.com
OHL,Oriental Hotels Limited,Hotels And Tourism,Equity,Active,legal@radkat.com.np,
OMPL,Om Megashree Pharmaceuticals Limited,Manufacturing And Processing,Equity,Active,info@ommegashreepharmaceuticals.com,www.ommegashreepharmaceuticals.com
PADBL,Pacific Development Bank Limited,Development Banks,Equity,Delisted,info@pcific.com.np,
PADBLP,Pacific Development Bank Limited,Development Banks,Promoter Share,Inactive,info@pcific.com.np,
PBD84,10.15% Prime Debenture 2084,Commercial Banks,Non-Convertible Debentures,Active,santosh.baral@pcbl.com.np,www.primebank.com.np
PBD85,8.75 % Prime Debenture 2085,Commercial Banks,Non-Convertible Debentures,Active,santosh.baral@pcbl.com.np,www.primebank.com.np
PBD88,10% Prime Debenture 2088,Commercial Banks,Non-Convertible Debentures,Active,santosh.baral@pcbl.com.np,www.primebank.com.np
PBLD84,10% Prabhu Bank Debenture 2084,Commercial Banks,Non-Convertible Debentures,Active,amit.bhandari@prabhubank.com,
PBLD86,10.25% Prabhu Bank Debenture 2086,Commercial Banks,Non-Convertible Debentures,Active,amit.bhandari@prabhubank.com,
PBLD87,8.5% Prabhu Bank Debenture 2087,Commercial Banks,Non-Convertible Debentures,Active,amit.bhandari@prabhubank.com,
PBSL,Pathibhara Bikas Bank Limited,Development Banks,Equity,Delisted,pathibharabank@nns.com.np,
PCBL,Prime Commercial Bank Ltd.,Commercial Banks,Equity,Active,santosh.baral@pcbl.com.np,www.primebank.com.np
PCBLP,Prime Commercial Bank Ltd.,Commercial Banks,Promoter Share,Active,santosh.baral@pcbl.com.np,www.primebank.com.np
PCIL,Palpa Cement Industries Limited,Manufacturing And Processing,Equity,Active,info@rmcnepal.com,www.tansencement.com
PDB,Public Development Bank Limited,Development Banks,Equity,Delisted,info@pdb.com.np,
PDBL,Paschimanchal Bikash Bank Limited,Development Banks,Equity,Delisted,pbbl@pbbl.com,
PDBLPO,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Active,info@gblbs.com.np,http://www.grameenbanknepal.com
PFC,Paschimanchal Finance Co. Ltd.,Finance,Equity,Delisted,paficol@gmail.com,
PFCL,Peoples Finance Ltd.,Finance,Equity,Delisted,pfcl@pfcl.com,
PFCLL,Premier Finance Co. Ltd.,Finance,Equity,Delisted,abc@abc.com,
PFCLPO,Peoples Finance Ltd.,Finance,Promoter Share,Inactive,pfcl@pfcl.com,
PFCPO,Paschimanchal Finance Co. Ltd.,Finance,Promoter Share,Inactive,paficol@gmail.com,
PFIL,Prudential Finance Company Limited,Finance,Equity,Delisted,info@pbsl.com.np,
PFILPO,Prudential Finance Company Limited,Finance,Promoter Share,Inactive,info@pbsl.com.np,
PFL,Pokhara Finance Ltd.,Finance,Equity,Suspended,info@pokharafinance.com.np,
PFLBS,Patan Finance Limited,Finance,Equity,Delisted,pafl@pafl.com,
PFLBSP,Patan Finance Limited,Finance,Promoter Share,Inactive,pafl@pafl.com,
PFLPO,Pokhara Finance Ltd.,Finance,Promoter Share,Inactive,info@pokharafinance.com.np,
PGBL,Purwanchal Grameen Bikash Bank Limited,Development Banks,Equity,Delisted,gbbn@wlink.com.np,http://www.grameenbirat.com.np
PHCL,Peoples Hydropower Company Limited,Hydro Power,Equity,Active,peoples.hydro5@gmail.com,https://peopleshydro.com.np/
PICL,Prudential Insurance Co. Ltd.,Non Life Insurance,Equity,Delisted,info@pil.com.np,http://www.pil.com
PICLPO,Prudential Insurance Co. Ltd.,Non Life Insurance,Promoter Share,Inactive,info@pil.com.np,http://www.pil.com
PLIP,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,Promoter Share,Inactive,kishor.lamichhane@pmlil.com,www.pmlil.com
PMHPL,Panchakanya Mai Hydropower Ltd,Hydro Power,Equity,Active,panchakanyamai@gmail.com,
PMLI,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,Equity,Active,kishor.lamichhane@pmlil.com,www.pmlil.com
PMLIP,Prabhu Mahalaxmi Life Insurance Limited,Life Insurance,Promoter Share,Active,kishor.lamichhane@pmlil.com,www.pmlil.com
PPCL,Panchthar Power Compant Limited,Hydro Power,Equity,Active,ppchewa@gmail.com,www.ppcl.com.np
PPL,People's Power Limited,Hydro Power,Equity,Active,peoplespowerltd@gmail.com,www.peoplespower.com.np
PRBBL,Prabhu Bikas Bank Limited,Development Banks,Equity,Delisted,info@prabhufin.com.np,
PRBL,Professional Bikas Bank Ltd.,Development Banks,Equity,Delisted,info@prbl.com.np,
PRDBL,Professional Diyalo Bikas Bank Ltd.,Development Banks,Equity,Delisted,diyalobank@gmail.com,http://www.diyalobank.com.np
PRDBLP,Professional Diyalo Bikas Bank Ltd.,Development Banks,Promoter Share,Inactive,diyalobank@gmail.com,http://www.diyalobank.com.np
PRFLPO,Prabhu Bank Limited,Commercial Banks,Promoter Share,Active,amit.bhandari@prabhubank.com,
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,Equity,Active,info@prabhuinsurance.com,http://www.prabhuinsurance.com
PRINPO,Prabhu Insurance Limited,Non Life Insurance,Promoter Share,Active,info@prabhuinsurance.com,http://www.prabhuinsurance.com
PROFL,Progressive Finance Limited,Finance,Equity,Active,info@pfltd.com.np,http://www.pfltd.com.np
PROFLP,Progressive Finance Limited,Finance,Promoter Share,Active,info@pfltd.com.np,http://www.pfltd.com.np
PRSF,Prabhu Smart Fund,Mutual Fund,Mutual Funds,Active,info@prabhucapital.com,www.prabhucapital.com
PRVU,Prabhu Bank Limited,Commercial Banks,Equity,Active,amit.bhandari@prabhubank.com,
PRVUPO,Prabhu Bank Limited,Commercial Banks,Promoter Share,Active,amit.bhandari@prabhubank.com,
PSDBLP,Civil Bank Ltd,Commercial Banks,Promoter Share,Active,hirakaji.basnet@civilbank.com.np,
PSF,Prabhu Select Fund,Commercial Banks,Mutual Funds,Active,amit.bhandari@prabhubank.com,
PURBL,Purnima Bikas Bank Ltd.,Development Banks,Equity,Delisted,shailesh@purnimabank.com,
PURBLP,Purnima Bikas Bank Ltd.,Development Banks,Promoter Share,Inactive,shailesh@purnimabank.com,
PURE,Pure Energy Limited,Others,Equity,Active,info@pureenergynepal.com,https://pureenergynepal.com/
RADHI,Radhi Bidyut Company Ltd,Hydro Power,Equity,Active,info@radhibidyut.com.np,www.radhibidyut.com.np
RARA,Rara Bikas Bank Limited,Development Banks,Equity,Delisted,rdbl@ntc.net.np,
RAWA,Rawa Energy Development Limited,Hydro Power,Equity,Active,rawa.hydro@gmail.com,www.rawaenergy.com.np
RBBBL,Raptibheri Bikas Bank Ltd.,Development Banks,Equity,Delisted,raptibherimis@yahoo.com,
RBBBLP,Raptibheri Bikas Bank Ltd.,Development Banks,Promoter Share,Inactive,raptibherimis@yahoo.com,
RBBD2088,7% RBBL Debenture 2088,Commercial Banks,Non-Convertible Debentures,Active,info.rbb@rbb.com.np,www.rbb.com.np
RBBD83,8.5% RBBL Debenture 2083,Commercial Banks,Non-Convertible Debentures,Active,info.rbb@rbb.com.np,www.rbb.com.np
RBBF40,RBB Focus 40,Mutual Fund,Mutual Funds,Active,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np
RBCL,Rastriya Beema Company Limited,Non Life Insurance,Equity,Active,info@rbcl.gov.np,
RBCLPO,Rastriya Beema Company Limited,Non Life Insurance,Promoter Share,Active,info@rbcl.gov.np,
RBSL,Resunga Bikas Bank Limited,Development Banks,Equity,Delisted,resungabank@ntc.net.np,
RDBL,Rising Development Bank Ltd.,Development Banks,Equity,Delisted,info@risingbank.com,
REDBL,Reliable Development Bank Limited,Development Banks,Equity,Delisted,info@reliablebank.com.np,http://www.reliablebank.com.np
REDBLP,Reliable Development Bank Limited,Development Banks,Promoter Share,Inactive,info@reliablebank.com.np,http://www.reliablebank.com.np
RFPL,River Falls Power Limited,Hydro Power,Equity,Active,riverfallshydropower@gmail.com,www.riverfallshydro.com.np
RHGCL,Rapti Hydro And General Construction Limited,Hydro Power,Equity,Active,info@raptihydro.com.np,www.raptihydro.com.np
RHPL,RASUWAGADHI HYDROPOWER COMPANY LIMITED,Hydro Power,Equity,Active,neupane.nar@gmail.com,www.rghpcl.com.np
RIDI,Ridi Power Company Limited,Hydro Power,Equity,Active,sayikanepal@gmail.com,
RIDIPO,Ridi Power Company Limited,Hydro Power,Promoter Share,Inactive,sayikanepal@gmail.com,
RJM,Raghupati Jute Mills Limited,Manufacturing And Processing,Equity,Suspended,account@srjml.com.np,
RLEL,Ridge Line Energy Limited,Hydro Power,Equity,Active,info@ridgeline.com.np,www.ridgeline.com.np
RLFL,Reliance Finance Ltd.,Finance,Equity,Active,loginnepse@reliancenepal.com.np,
RLFLPO,Reliance Finance Ltd.,Finance,Promoter Share,Active,loginnepse@reliancenepal.com.np,
RLI,Reliance Life Insurance Limited,Life Insurance,Equity,Delisted,info@relifeinsurance.com,www.relifeinsurance.com
RLIP,Reliance Life Insurance Limited,Life Insurance,Promoter Share,Inactive,info@relifeinsurance.com,www.relifeinsurance.com
RMBFPO,Nepal Credit And Commercial Bank Limited,Commercial Banks,Promoter Share,Inactive,corporate@nccbank.com.np,http://www.nccbank.com.np
RMDC,RMDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Equity,Delisted,rmdc@rmdcnepal.com,http://www.rmdcnepalc.com
RMDCPO,RMDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,Promoter Share,Inactive,rmdc@rmdcnepal.com,http://www.rmdcnepalc.com
RMF1,RBB Mutual Fund 1,Mutual Fund,Mutual Funds,Active,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np
RMF2,RBB Mutual Fund 2,Mutual Fund,Mutual Funds,Active,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np
